name,date,value
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-01-01,5066.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-02-01,4789.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-03-01,5110.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-04-01,4974.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-05-01,5083.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-06-01,4884.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-07-01,4893.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-08-01,4958.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-09-01,4954.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-10-01,5068.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-11-01,4839.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2007-12-01,4771.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-01-01,4762.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-02-01,4755.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-03-01,4592.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-04-01,4645.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-05-01,4371.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-06-01,4562.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-07-01,4332.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-08-01,4390.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-09-01,4217.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-10-01,4248.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-11-01,3830.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2008-12-01,4076.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-01-01,3800.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-02-01,3789.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-03-01,3605.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-04-01,3515.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-05-01,3496.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-06-01,3375.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-07-01,3601.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-08-01,3529.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-09-01,3710.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-10-01,3510.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-11-01,3736.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2009-12-01,3753.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-01-01,3615.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-02-01,3580.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-03-01,3959.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-04-01,3820.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-05-01,3686.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-06-01,3833.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-07-01,3882.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-08-01,3780.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-09-01,3784.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-10-01,3865.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-11-01,3903.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2010-12-01,4013.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-01-01,3714.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-02-01,4003.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-03-01,4179.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-04-01,4028.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-05-01,4022.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-06-01,4075.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-07-01,4020.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-08-01,4057.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-09-01,4159.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-10-01,4101.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-11-01,4093.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2011-12-01,4062.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-01-01,4172.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-02-01,4260.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-03-01,4279.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-04-01,4098.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-05-01,4228.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-06-01,4121.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-07-01,4032.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-08-01,4136.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-09-01,4022.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-10-01,4120.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-11-01,4213.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2012-12-01,4162.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-01-01,4204.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-02-01,4275.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-03-01,4100.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-04-01,4282.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-05-01,4376.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-06-01,4196.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-07-01,4291.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-08-01,4430.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-09-01,4433.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-10-01,4237.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-11-01,4326.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2013-12-01,4333.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-01-01,4336.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-02-01,4405.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-03-01,4456.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-04-01,4582.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-05-01,4522.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-06-01,4600.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-07-01,4721.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-08-01,4542.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-09-01,4815.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-10-01,4806.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-11-01,4682.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2014-12-01,4874.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-01-01,4744.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-02-01,4807.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-03-01,4797.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-04-01,4847.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-05-01,4819.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-06-01,4789.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-07-01,4798.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-08-01,4822.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-09-01,4964.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-10-01,4978.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-11-01,5007.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2015-12-01,5168.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-01-01,4867.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-02-01,5126.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-03-01,4995.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-04-01,4952.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-05-01,4838.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-06-01,4929.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-07-01,5021.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-08-01,4977.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-09-01,4912.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-10-01,4895.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-11-01,4976.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2016-12-01,5011.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-01-01,5147.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-02-01,5004.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-03-01,5058.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-04-01,4937.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-05-01,5127.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-06-01,5295.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-07-01,5148.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-08-01,5210.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-09-01,5095.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-10-01,5227.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-11-01,5125.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2017-12-01,5062.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-01-01,5185.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-02-01,5271.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-03-01,5282.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-04-01,5240.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-05-01,5504.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-06-01,5373.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-07-01,5303.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-08-01,5426.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-09-01,5287.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-10-01,5562.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-11-01,5461.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2018-12-01,5400.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-01-01,5411.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-02-01,5345.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-03-01,5332.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-04-01,5644.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-05-01,5362.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-06-01,5434.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-07-01,5524.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-08-01,5488.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-09-01,5598.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-10-01,5411.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-11-01,5459.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2019-12-01,5589.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-01-01,5583.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-02-01,5584.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-03-01,4780.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-04-01,3805.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-05-01,7875.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-06-01,7212.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-07-01,5991.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-08-01,5466.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-09-01,5627.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-10-01,5745.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-11-01,5575.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2020-12-01,5254.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-01-01,5205.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-02-01,5468.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-03-01,5762.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-04-01,5862.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-05-01,5700.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-06-01,6202.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-07-01,6335.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-08-01,6017.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-09-01,6303.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-10-01,6278.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-11-01,6417.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2021-12-01,6209.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-01-01,6021.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-02-01,6412.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-03-01,6218.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-04-01,6222.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-05-01,6066.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-06-01,6091.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-07-01,6020.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-08-01,6049.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-09-01,5807.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-10-01,5712.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-11-01,5703.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2022-12-01,5706.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-01-01,5912.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-02-01,5643.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-03-01,5550.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-04-01,5569.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-05-01,5726.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-06-01,5528.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-07-01,5273.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-08-01,5436.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-09-01,5400.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-10-01,5313.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-11-01,5119.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2023-12-01,5212.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-01-01,5181.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-02-01,5277.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-03-01,5091.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-04-01,5229.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-05-01,5204.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-06-01,4756.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-07-01,5075.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-08-01,4862.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-09-01,5170.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-10-01,4987.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-11-01,4961.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2024-12-01,4998.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-01-01,5000.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-02-01,5020.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-03-01,5055.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-04-01,5259.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-05-01,5109.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-06-01,4935.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-07-01,4918.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-08-01,4805.0
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-09-01,
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-10-01,
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-11-01,
 Total private Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-12-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-01-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-02-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-03-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-04-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-05-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-06-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-07-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-08-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-09-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-10-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-11-01,
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2000-12-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-01-01,4.8
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-02-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-03-01,4.6
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-04-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-05-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-06-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-07-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-08-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-09-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-10-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-11-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2001-12-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-01-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-02-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-03-01,4.0
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-04-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-05-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-06-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-07-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-08-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-09-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-10-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-11-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2002-12-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-01-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-02-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-03-01,3.8
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-04-01,4.0
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-05-01,4.0
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-06-01,4.0
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-07-01,4.0
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-08-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-09-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-10-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-11-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2003-12-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-01-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-02-01,4.1
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-03-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-04-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-05-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-06-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-07-01,4.2
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-08-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-09-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-10-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-11-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2004-12-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-01-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-02-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-03-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-04-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-05-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-06-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-07-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-08-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-09-01,4.6
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-10-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-11-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2005-12-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-01-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-02-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-03-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-04-01,4.3
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-05-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-06-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-07-01,4.5
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-08-01,4.4
 Total private Total US All areas Hires All size classes Rate Seasonally adjusted,2006-09-01,4.2
